3661,长春医学高等专科学校,12
3662,吉林交通职业技术学院,0
3663,长春东方职业学院,1
3664,吉林司法警官职业学院,1
3665,吉林电子信息职业技术学院,10
3666,吉林工业职业技术学院,2
3667,吉林工程职业学院,2
3668,长春职业技术学院,2
3669,白城医学高等专科学校,1
3670,长春信息技术职业学院,3
3671,松原职业技术学院,0
3672,吉林铁道职业技术学院,4
3673,白城职业技术学院,0
3674,长白山职业技术学院,1
3675,吉林科技职业技术学院,3
3676,延边职业技术学院,1
3677,吉林城市职业技术学院,1
3678,黑龙江大学,6
3679,哈尔滨工业大学,16
3680,哈尔滨理工大学,12
3681,哈尔滨工程大学,12
3682,黑龙江科技大学,2
3683,东北石油大学,9
3684,佳木斯大学,1
3685,黑龙江八一农垦大学,6
3686,东北农业大学,13
3687,东北林业大学,30
3688,哈尔滨医科大学,19
3689,黑龙江中医药大学,4
3690,牡丹江医学院,0
3691,哈尔滨师范大学,16
3692,齐齐哈尔大学,2
3693,牡丹江师范学院,4
3694,哈尔滨学院,5
3695,大庆师范学院,1
3696,绥化学院,5
3697,哈尔滨商业大学,7
3698,哈尔滨体育学院,1
3699,哈尔滨金融学院,1
3700,齐齐哈尔医学院,1
3701,黑龙江工业学院,2
3702,黑龙江东方学院,2
3703,哈尔滨信息工程学院,0
3704,黑龙江工程学院,3
3705,齐齐哈尔工程学院,0
3706,黑龙江外国语学院,3
3707,黑龙江财经学院,1
3708,哈尔滨石油学院,0
3709,黑龙江工商学院,0
3710,哈尔滨远东理工学院,3
3711,哈尔滨剑桥学院,2
3712,黑龙江工程学院昆仑旅游学院,0
3713,哈尔滨广厦学院,1
3714,哈尔滨华德学院,1
3715,黑河学院,6
3716,齐齐哈尔高等师范专科学校,0
3717,伊春职业学院,2
3718,牡丹江大学,4
3719,黑龙江职业学院,4
3720,黑龙江建筑职业技术学院,16
3721,黑龙江艺术职业学院,3
3722,大庆职业学院,3
3723,黑龙江林业职业技术学院,0
3724,黑龙江农业职业技术学院,6
3725,黑龙江农业工程职业学院,1
3726,黑龙江农垦职业学院,7
3727,黑龙江司法警官职业学院,0
3728,鹤岗师范高等专科学校,5
3729,哈尔滨电力职业技术学院,0
3730,哈尔滨铁道职业技术学院,0
3731,大兴安岭职业学院,1
3732,黑龙江农业经济职业学院,2
3733,哈尔滨职业技术学院,11
3734,哈尔滨传媒职业学院,0
3735,黑龙江生物科技职业学院,2
3736,黑龙江商业职业学院,0
3737,黑龙江公安警官职业学院,1
3738,黑龙江信息技术职业学院,0
3739,哈尔滨江南职业技术学院,0
3740,黑龙江农垦科技职业学院,1
3741,黑龙江旅游职业技术学院,6
3742,黑龙江三江美术职业学院,0
3743,黑龙江生态工程职业学院,1
3744,黑龙江煤炭职业技术学院,0
3745,七台河职业学院,3
3746,黑龙江民族职业学院,2
3747,大庆医学高等专科学校,0
3748,黑龙江交通职业技术学院,0
3749,哈尔滨应用职业技术学院,1
3750,黑龙江幼儿师范高等专科学校,3
3751,哈尔滨科学技术职业学院,4
3752,黑龙江粮食职业学院,5
3753,佳木斯职业学院,0
3754,黑龙江护理高等专科学校,0
3755,哈尔滨工程技术职业学院,0
3756,齐齐哈尔理工职业学院,4
3757,哈尔滨幼儿师范高等专科学校,0
3758,黑龙江冰雪体育职业学院,0
3759,复旦大学,81
3760,同济大学,28
3761,上海交通大学,234
3762,华东理工大学,28
3763,上海理工大学,36
3764,上海海事大学,26
3765,东华大学,10
3766,上海电力学院,12
3767,上海应用技术大学,13
3768,上海健康医学院,2
3769,上海海洋大学,24
3770,上海中医药大学,19
3771,华东师范大学,65
3772,上海师范大学,3
3773,上海外国语大学,18
3774,上海财经大学,20
3775,上海对外经贸大学,3
3776,上海海关学院,14
3777,华东政法大学,24
3778,上海体育学院,3
3779,上海音乐学院,1
3780,上海戏剧学院,13
3781,上海大学,52
3782,上海工程技术大学,8
3783,上海立信会计学院,2
3784,上海电机学院,27
3785,上海金融学院,7
3786,上海杉达学院,11
3787,上海政法学院,10
3788,上海第二工业大学,9
3789,上海商学院,12
3790,上海建桥学院,13
3791,上海兴伟学院,1
3792,上海视觉艺术学院,4
3793,上海外国语大学贤达经济人文学院,7
3794,上海师范大学天华学院,3
3795,上海科技大学,9
3796,上海纽约大学,1
3797,上海师范大学旅游学院,0
3798,上海公安高等专科学校,0
3799,上海东海职业技术学院,16
3800,上海工商职业技术学院,19
3801,上海出版印刷高等专科学校,6
3802,上海行健职业学院,3
3803,上海城市管理职业技术学院,1
3804,上海交通职业技术学院,2
3805,上海海事职业技术学院,4
3806,上海电子信息职业技术学院,6
3807,上海震旦职业学院,2
3808,上海民远职业技术学院,1
3809,上海欧华职业技术学院,0
3810,上海思博职业技术学院,4
3811,上海立达职业技术学院,6
3812,上海工艺美术职业学院,4
3813,上海济光职业技术学院,6
3814,上海工商外国语职业学院,17
3815,上海科学技术职业学院,0
3816,上海农林职业技术学院,3
3817,上海邦德职业技术学院,2
3818,上海中侨职业技术学院,3
3819,上海建峰职业技术学院,0
3820,上海电影艺术职业学院,1
3821,上海中华职业技术学院,0
3822,上海工会管理职业学院,2
3823,上海体育职业学院,0
3824,上海健康职业技术学院,0
3825,上海民航职业技术学院,1
3826,南京大学,77
3827,苏州大学,26
3828,南京航空航天大学,55
3829,南京理工大学,40
3830,江苏科技大学,16
3831,中国矿业大学,44
3832,南京工业大学,37
3833,常州大学,14
3834,南京邮电大学,19
3835,河海大学,34
3836,江南大学,10
3837,南京林业大学,39
3838,江苏大学,28
3839,南京信息工程大学,47
3840,南通大学,40
3841,盐城工学院,6
3842,南京农业大学,18
3843,南京医科大学,26
3844,徐州医科大学,10
3845,南京中医药大学,20
3846,中国药科大学,4
3847,南京师范大学,62
3848,江苏师范大学,11
3849,淮阴师范学院,22
3850,盐城师范学院,12
3851,南京财经大学,30
3852,江苏警官学院,8
3853,南京体育学院,2
3854,南京艺术学院,16
3855,苏州科技大学,30
3856,常熟理工学院,25
3857,淮阴工学院,25
3858,常州工学院,4
3859,扬州大学,44
3860,三江学院,12
3861,南京工程学院,25
3862,南京审计大学,11
3863,南京晓庄学院,19
3864,江苏理工学院,16
3865,淮海工学院,50
3866,徐州工程学院,24
3867,南京特殊教育师范学院,3
3868,南通理工学院,1
3869,南京森林警察学院,2
3870,东南大学成贤学院,12
3871,泰州学院,3
3872,无锡太湖学院,5
3873,金陵科技学院,33
3874,中国矿业大学徐海学院,0
3875,南京大学金陵学院,3
3876,南京理工大学紫金学院,0
3877,南京航空航天大学金城学院,3
3878,中国传媒大学南广学院,3
3879,南京理工大学泰州科技学院,0
3880,南京师范大学泰州学院,4
3881,南京工业大学浦江学院,1
3882,南京师范大学中北学院,0
3883,南京医科大学康达学院,1
3884,南京中医药大学翰林学院,3
3885,南京信息工程大学滨江学院,6
3886,苏州大学文正学院,2
3887,苏州大学应用技术学院,1
3888,苏州科技大学天平学院,0
3889,江苏大学京江学院,2
3890,扬州大学广陵学院,1
3891,江苏师范大学科文学院,0
3892,南京邮电大学通达学院,1
3893,南京财经大学红山学院,0
3894,江苏科技大学苏州理工学院,0
3895,常州大学怀德学院,2
3896,南通大学杏林学院,0
3897,南京审计大学金审学院,0
3898,宿迁学院,5
3899,江苏第二师范学院,2
3900,西交利物浦大学,9
3901,昆山杜克大学,1
3902,民办明达职业技术学院,0
3903,无锡职业技术学院,6
3904,江苏建筑职业技术学院,8
3905,南京工业职业技术学院,15
3906,江苏工程职业技术学院,15
3907,苏州工艺美术职业技术学院,4
3908,连云港职业技术学院,3
3909,镇江市高等专科学校,5
3910,南通职业大学,5
3911,苏州市职业大学,2
3912,沙洲职业工学院,1
3913,扬州职业大学,1
3914,连云港师范高等专科学校,13
3915,江苏经贸职业技术学院,5
3916,九州职业技术学院,4
3917,硅湖职业技术学院,2
3918,泰州职业技术学院,16
3919,常州信息职业技术学院,16
3920,江苏联合职业技术学院,4
3921,江苏海事职业技术学院,9
3922,应天职业技术学院,0
3923,无锡科技职业学院,1
3924,盐城卫生职业技术学院,1
3925,扬州环境资源职业技术学院,0
3926,南通科技职业学院,2
3927,苏州经贸职业技术学院,2
3928,苏州工业职业技术学院,3
3929,苏州托普信息职业技术学院,6
3930,苏州卫生职业技术学院,1
3931,无锡商业职业技术学院,2
3932,南通航运职业技术学院,9
3933,南京交通职业技术学院,4
3934,淮安信息职业技术学院,6
3935,江苏农牧科技职业学院,6
3936,常州纺织服装职业技术学院,12
3937,苏州农业职业技术学院,0
3938,苏州工业园区职业技术学院,0
3939,太湖创意职业技术学院,1
3940,炎黄职业技术学院,2
3941,南京科技职业学院,6
3942,正德职业技术学院,0
3943,钟山职业技术学院,2
